visual_id,legacy_feature_id,feature_id,working_feature_ids,feature_link_status,feature_link_evidence,module,route_name,route_path,role,site_scope,viewport,state,pattern_type,component_anchor,implementation,trigger,screenshot,internal_baseline,classification,observed_notes,finding_ids
VIS-003209,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/people/org-chart-builder-dialog.tsx:214:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=delegated_to_all_statically_reachable_resolved_usage_activators; resolution=resolved; evidence=[{""all_usages_reachable"":true,""all_usages_trigger_resolved"":true,""credit_boundary"":""audited-baseline static delegation only"",""implementation_anchor"":""resources/js/components/hr/people/org-chart-builder-dialog.tsx:162"",""kind"":""delegated_to_all_statically_reachable_resolved_usage_activators"",""usage_count"":1,""usage_identities"":[""resources/js/components/hr/people/org-chart-pane.tsx|403|OrgChartBuilderDialog""]}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003210,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/people/org-chart-pane.tsx:152:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=delegated_to_all_statically_reachable_resolved_usage_activators; resolution=resolved; evidence=[{""all_usages_reachable"":true,""all_usages_trigger_resolved"":true,""credit_boundary"":""audited-baseline static delegation only"",""implementation_anchor"":""resources/js/components/hr/people/org-chart-pane.tsx:116"",""kind"":""delegated_to_all_statically_reachable_resolved_usage_activators"",""usage_count"":1,""usage_identities"":[""resources/js/components/hr/people/org-chart-pane.tsx|282|ReassignManagerDialog""]}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003211,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/people-pane.tsx:554:21,DropdownMenu,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":25,""file"":""resources/js/components/hr/people-pane.tsx"",""kind"":""nested_primitive_trigger"",""line"":555,""symbol"":""DropdownMenuTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003212,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/people-pane.tsx:578:21,DropdownMenu,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":25,""file"":""resources/js/components/hr/people-pane.tsx"",""kind"":""nested_primitive_trigger"",""line"":579,""symbol"":""DropdownMenuTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003213,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/people-pane.tsx:1206:9,DropdownMenu,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":13,""file"":""resources/js/components/hr/people-pane.tsx"",""kind"":""nested_primitive_trigger"",""line"":1207,""symbol"":""DropdownMenuTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003214,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/people-picker.tsx:64:9,Popover,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":13,""file"":""resources/js/components/hr/people-picker.tsx"",""kind"":""nested_primitive_trigger"",""line"":65,""symbol"":""PopoverTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003215,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/recruitment/bulk-email-dialog.tsx:99:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=delegated_to_all_statically_reachable_resolved_usage_activators; resolution=resolved; evidence=[{""all_usages_reachable"":true,""all_usages_trigger_resolved"":true,""credit_boundary"":""audited-baseline static delegation only"",""implementation_anchor"":""resources/js/components/hr/recruitment/bulk-email-dialog.tsx:21"",""kind"":""delegated_to_all_statically_reachable_resolved_usage_activators"",""usage_count"":1,""usage_identities"":[""resources/js/pages/hr/recruitment/index.tsx|611|BulkEmailDialog""]}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003216,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/recruitment/bulk-reject-dialog.tsx:75:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=delegated_to_all_statically_reachable_resolved_usage_activators; resolution=resolved; evidence=[{""all_usages_reachable"":true,""all_usages_trigger_resolved"":true,""credit_boundary"":""audited-baseline static delegation only"",""implementation_anchor"":""resources/js/components/hr/recruitment/bulk-reject-dialog.tsx:29"",""kind"":""delegated_to_all_statically_reachable_resolved_usage_activators"",""usage_count"":1,""usage_identities"":[""resources/js/pages/hr/recruitment/index.tsx|612|BulkRejectDialog""]}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003217,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/recruitment/kit-dialog.tsx:86:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=delegated_to_all_statically_reachable_resolved_usage_activators; resolution=resolved; evidence=[{""all_usages_reachable"":true,""all_usages_trigger_resolved"":true,""credit_boundary"":""audited-baseline static delegation only"",""implementation_anchor"":""resources/js/components/hr/recruitment/kit-dialog.tsx:30"",""kind"":""delegated_to_all_statically_reachable_resolved_usage_activators"",""usage_count"":1,""usage_identities"":[""resources/js/pages/hr/recruitment/index.tsx|609|KitDialog""]}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003218,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/recruitment/score-dialog.tsx:82:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=delegated_to_all_statically_reachable_resolved_usage_activators; resolution=resolved; evidence=[{""all_usages_reachable"":true,""all_usages_trigger_resolved"":true,""credit_boundary"":""audited-baseline static delegation only"",""implementation_anchor"":""resources/js/components/hr/recruitment/score-dialog.tsx:34"",""kind"":""delegated_to_all_statically_reachable_resolved_usage_activators"",""usage_count"":1,""usage_identities"":[""resources/js/pages/hr/recruitment/index.tsx|610|ScoreDialog""]}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003219,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/recruitment/tag-manager-dialog.tsx:62:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=delegated_to_all_statically_reachable_resolved_usage_activators; resolution=resolved; evidence=[{""all_usages_reachable"":true,""all_usages_trigger_resolved"":true,""credit_boundary"":""audited-baseline static delegation only"",""implementation_anchor"":""resources/js/components/hr/recruitment/tag-manager-dialog.tsx:16"",""kind"":""delegated_to_all_statically_reachable_resolved_usage_activators"",""usage_count"":1,""usage_identities"":[""resources/js/pages/hr/recruitment/index.tsx|613|TagManagerDialog""]}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003220,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/staff-details-modal.tsx:149:9,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003221,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/time/amendment-drawer.tsx:84:9,Sheet,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003222,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,HR-ANALYTICS-DASHBOARD,exact_working_key,legacy feature_id exactly equals final working key HR-ANALYTICS-DASHBOARD,Human resources,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/hr/time/note-dialog.tsx:48:9,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003223,PLAT-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,source_family_one_to_one,source family PLAT-DASHBOARD has exactly one final target,Platform and shared infrastructure,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/inbox-menus.tsx:169:13,DropdownMenu,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":17,""file"":""resources/js/components/inbox-menus.tsx"",""kind"":""nested_primitive_trigger"",""line"":170,""symbol"":""DropdownMenuTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003224,PLAT-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,source_family_one_to_one,source family PLAT-DASHBOARD has exactly one final target,Platform and shared infrastructure,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/inbox-menus.tsx:283:13,DropdownMenu,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":17,""file"":""resources/js/components/inbox-menus.tsx"",""kind"":""nested_primitive_trigger"",""line"":284,""symbol"":""DropdownMenuTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003225,PLAT-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,source_family_one_to_one,source family PLAT-DASHBOARD has exactly one final target,Platform and shared infrastructure,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/inbox-menus.tsx:375:13,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003226,PLAT-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,source_family_one_to_one,source family PLAT-DASHBOARD has exactly one final target,Platform and shared infrastructure,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/inbox-menus.tsx:481:13,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003227,PLAT-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,source_family_one_to_one,source family PLAT-DASHBOARD has exactly one final target,Platform and shared infrastructure,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/keyboard-shortcuts-help.tsx:49:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":13,""file"":""resources/js/components/keyboard-shortcuts-help.tsx"",""kind"":""nested_primitive_trigger"",""line"":50,""symbol"":""DialogTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003228,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/medications/AdministrationEvidenceDialog.tsx:153:9,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003229,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/medications/ClientMedicationTools.tsx:223:9,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003230,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/medications/ClientMedicationTools.tsx:381:9,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003231,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/medications/ClientMedicationTools.tsx:621:9,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003232,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/medications/ClientMedicationTools.tsx:943:9,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003233,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/medications/DrugInteractionManager.tsx:100:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":13,""file"":""resources/js/components/medications/DrugInteractionManager.tsx"",""kind"":""nested_primitive_trigger"",""line"":101,""symbol"":""DialogTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003234,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/medications/MedicationVersionHistory.tsx:75:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":13,""file"":""resources/js/components/medications/MedicationVersionHistory.tsx"",""kind"":""nested_primitive_trigger"",""line"":76,""symbol"":""DialogTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003235,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/medications/RecordAdministrationDialog.tsx:361:9,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003236,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/medications/RefusalFollowUpDialog.tsx:114:9,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003237,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/medications/ScheduledStockCounts.tsx:261:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":13,""file"":""resources/js/components/medications/ScheduledStockCounts.tsx"",""kind"":""nested_primitive_trigger"",""line"":262,""symbol"":""DialogTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003238,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/medications/SupportingEvidenceDialog.tsx:152:9,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003239,PLAT-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,source_family_one_to_one,source family PLAT-DASHBOARD has exactly one final target,Platform and shared infrastructure,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/meds/wizard-shell.tsx:64:9,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003240,PLAT-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,source_family_one_to_one,source family PLAT-DASHBOARD has exactly one final target,Platform and shared infrastructure,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/nav-user.tsx:27:17,DropdownMenu,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":21,""file"":""resources/js/components/nav-user.tsx"",""kind"":""nested_primitive_trigger"",""line"":28,""symbol"":""DropdownMenuTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003241,MED-AUDIT-LOG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,CAP-MED-AUDIT-FEED-REVIEW-FLAG,source_family_one_to_one,source family MED-AUDIT-LOG has exactly one final target,eMAR and medications,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/operations/shift-medication-card.tsx:622:13,Dialog,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
VIS-003242,PLAT-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,source_family_one_to_one,source family PLAT-DASHBOARD has exactly one final target,Platform and shared infrastructure,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/page/page-hero-badges.tsx:128:13,Popover,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":17,""file"":""resources/js/components/page/page-hero-badges.tsx"",""kind"":""nested_primitive_trigger"",""line"":129,""symbol"":""PopoverTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003243,PLAT-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,source_family_one_to_one,source family PLAT-DASHBOARD has exactly one final target,Platform and shared infrastructure,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/page/page-tabs.tsx:166:25,DropdownMenu,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=nested_explicit_primitive_trigger; resolution=resolved; evidence=[{""column"":29,""file"":""resources/js/components/page/page-tabs.tsx"",""kind"":""nested_primitive_trigger"",""line"":167,""symbol"":""DropdownMenuTrigger""}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003244,PRIV-AUDIT-EXPORT,,CAP-FIN-AUDIT-EXPORT-DOWNLOAD|CAP-FIN-AUDIT-EXPORT-PACKAGE,unresolved_split_source_family,split source family PRIV-AUDIT-EXPORT; inventory route_ids=none; route targets=none; inventory page_ids=none; page targets=none; shared family envelope not promoted,Privacy and compliance,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/privacy/privacy-action-modal.tsx:219:9,Dialog,exact static primitive trigger/state relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Source-inferred,"Classifier sync: class=delegated_to_all_statically_reachable_resolved_usage_activators; resolution=resolved; evidence=[{""all_usages_reachable"":true,""all_usages_trigger_resolved"":true,""credit_boundary"":""audited-baseline static delegation only"",""implementation_anchor"":""resources/js/components/privacy/privacy-action-modal.tsx:180"",""kind"":""delegated_to_all_statically_reachable_resolved_usage_activators"",""usage_count"":2,""usage_identities"":[""resources/js/components/privacy/privacy-detail-dialog.tsx|163|PrivacyActionModal"",""resources/js/pages/privacy/dashboard.tsx|336|PrivacyActionModal""]}]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.",
VIS-003245,PLAT-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,CAP-PLAT-STAFF-DASHBOARD,source_family_one_to_one,source family PLAT-DASHBOARD has exactly one final target,Platform and shared infrastructure,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/primitive-root,resources/js/components/prn-sheet.tsx:289:9,Sheet,unresolved static trigger relation,,Primitive-root layer; separate and overlapping with custom usages; never summed,Blocked,Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]. Static AST/source pairing only; runtime interaction and focus/teardown behavior require browser evidence.,
