"task_script_id","feature_id","module","actor","task","start_condition","goal","prerequisites","observed_or_inferred","validation_status","score_measurement_status","score_scale","discoverability","comprehension","learnability","efficiency","error_prevention","recovery","accessibility","safety_and_trust","consistency","cross_module_continuity","completion_time","step_count","required_field_count","decision_count","context_switches","dead_ends","recovery_path","target_scores","independent_review","finding_ids"
"TASK-CAP-HR-GOAL-GOAL-KEY-RESULTS","CAP-HR-GOAL-GOAL-KEY-RESULTS","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Goal Goal Key Results and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-HR-DOCUMENT-GENERATION-PREVIEW","CAP-HR-HR-DOCUMENT-GENERATION-PREVIEW","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Hr Document Generation Preview and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-HR-DOCUMENT-LIBRARY","CAP-HR-HR-DOCUMENT-LIBRARY","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Hr Document Library and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-HR-DOCUMENT-PROFILE-DOCUMENTS","CAP-HR-HR-DOCUMENT-PROFILE-DOCUMENTS","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Hr Document Profile Documents and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-HR-DOCUMENT-TEMPLATES","CAP-HR-HR-DOCUMENT-TEMPLATES","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Hr Document Templates and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-HR-PERFORMANCE-REVIEW-PROBATION","CAP-HR-HR-PERFORMANCE-REVIEW-PROBATION","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Hr Performance Review Probation and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-HR-PERFORMANCE-REVIEW-REVIEW-CYCLE","CAP-HR-HR-PERFORMANCE-REVIEW-REVIEW-CYCLE","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Hr Performance Review Review Cycle and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-ICAL-TOKEN","CAP-HR-ICAL-TOKEN","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Ical Token and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-IMPORT-EXPORT-EMPLOYEE-IMPORT","CAP-HR-IMPORT-EXPORT-EMPLOYEE-IMPORT","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Import Export Employee Import and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-LEAVE-BALANCES","CAP-HR-LEAVE-BALANCES","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Leave Balances and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-LEAVE-BULK-ESCALATION","CAP-HR-LEAVE-BULK-ESCALATION","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Leave Bulk Escalation and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-LEAVE-REPORT","CAP-HR-LEAVE-REPORT","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Leave Report and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-LEAVE-REQUEST-DECISION","CAP-HR-LEAVE-REQUEST-DECISION","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Leave Request Decision and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-MY-HR-DOCUMENTS-POLICIES","CAP-HR-MY-HR-DOCUMENTS-POLICIES","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete My Hr Documents Policies and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-MY-HR-EXPENSES","CAP-HR-MY-HR-EXPENSES","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete My Hr Expenses and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-MY-HR-GOALS","CAP-HR-MY-HR-GOALS","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete My Hr Goals and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-MY-HR-HOME-DIRECTORY-BENEFITS","CAP-HR-MY-HR-HOME-DIRECTORY-BENEFITS","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete My Hr Home Directory Benefits and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-MY-HR-KUDOS","CAP-HR-MY-HR-KUDOS","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete My Hr Kudos and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-MY-HR-LEAVE","CAP-HR-MY-HR-LEAVE","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete My Hr Leave and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-MY-HR-ONBOARDING-TRAINING","CAP-HR-MY-HR-ONBOARDING-TRAINING","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete My Hr Onboarding Training and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-MY-HR-ONE-REVIEWS","CAP-HR-MY-HR-ONE-REVIEWS","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete My Hr One Reviews and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-MY-HR-PROFILE","CAP-HR-MY-HR-PROFILE","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete My Hr Profile and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-MY-HR-SURVEYS","CAP-HR-MY-HR-SURVEYS","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete My Hr Surveys and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-MY-HR-TIME-CALENDAR","CAP-HR-MY-HR-TIME-CALENDAR","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete My Hr Time Calendar and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-OFFBOARDING-CASE","CAP-HR-OFFBOARDING-CASE","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Offboarding Case and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-OFFBOARDING-TASK","CAP-HR-OFFBOARDING-TASK","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Offboarding Task and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-ONBOARDING-CHECKLIST-CASE","CAP-HR-ONBOARDING-CHECKLIST-CASE","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Onboarding Checklist Case and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-HR-ONBOARDING-EMAIL","CAP-HR-ONBOARDING-EMAIL","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Onboarding Email and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
